,AMP,Pyruvate,Acetyl-CoA,Glutamate,2OG,Oxaloacetate,Glycine,Succinate,UDP-N-acetylglucosamine,lysine,Aspartate,Glutathione,Arginine,Glutamine,Serine,Methionine,Ornithine,Phenylalanine,Tyrosine,Succinyl-CoA,Cysteine,B-Alanine,Propanoyl-CoA,Glucose-1-phosphate,UMP,Dolichyl phosphate,CDP,Choline,G3P,PRPP,Fumarate,Leucine,IMP,Putrescine,Histidine,GMP,Proline,Malate,Citrate,UDP-glucuronic acid,Valine,Cholesterol,Threonine,3PD,dCMP,Lactate,Hypoxanthine,Glucose,Citrulline,GABA,dTMP,dUMP,Xanthine,Chondroitin,Isoleucine,"(E,E)-Farnesyl-PP",Deoxyadenosine,XMP,G6P,dCDP,Spermine,Argininosuccinate,Dolichyl phosphate D-mannose,AICAR,Fatty Acid,Pyrimidine,(Glc)3 (GlcNAc)2 (Man)9 (Asn)1,(GlcNAc)4 (Man)3 (Asn)1,(Gal)2 (GlcA)1 (Xyl)1 (Ser)1,(Gal)1 (GlcNAc)1 (Man)1 (Ser/Thr)1
s_016um_00055_00398-1,-0.02178717,0.005139652,0.011558125,-0.014711821,0.013880558,0.013257802,0.010368764,0.01864919,-0.022438042,0.009004742,0.022230625,-0.00034323148,-0.018072188,8.837134e-05,0.029019829,-0.039565116,0.0004299581,0.0014365613,-0.0061421692,0.016675357,0.000545349,0.024626546,0.009487823,-0.0058111846,0.007311117,-0.0035453034,-0.00010022335,-0.014903441,-0.009948462,-0.020295378,0.01768836,0.0050204024,-0.011728879,0.021877646,0.010257877,-0.026372224,0.024239868,-0.0032910039,-9.040721e-05,-0.020535529,0.0074397996,-0.0023534792,-0.010178819,-0.0021026134,-0.014863491,0.005098488,0.024270631,-0.012886101,-3.0438881e-05,-7.8216195e-05,-0.010078106,-0.00053176284,0.010373967,0.021647438,-0.019458257,-0.03462333,0.0053835697,-0.015514374,-0.0023162514,-0.015396068,0.00928767,-0.013217159,-8.8251196e-05,-0.011396632,0.015928349,0.00016426388,0.015821783,-0.028305745,-0.021569442,0.00021160021
s_016um_00282_00000-1,-0.021359064,0.0054586423,0.009263991,-0.014755856,0.01395946,0.013262513,0.014220419,0.019015107,-0.02233088,0.0090230405,0.022328068,-0.00032563834,-0.018031418,0.000165442,0.026741732,-0.036767714,-3.758073e-05,0.0014367551,-0.0043744,0.016627692,-0.00030423328,0.026530592,0.008531861,-0.0054707527,0.0064649917,-0.0030095228,-0.0004496742,-0.01492025,-0.011399239,-0.018796863,0.017597018,0.005028203,-0.012810355,0.021706529,0.010258034,-0.025698885,0.024504028,-0.0033089276,-0.00019671395,-0.020895869,0.007461056,-0.0033201957,-0.009884685,-0.0020805523,-0.014881104,0.0051425123,0.024436243,-0.012869235,-2.714945e-05,0.0001241304,-0.010732416,-0.0005366653,0.010362985,0.021635808,-0.01931575,-0.034427296,0.0076831356,-0.012911171,-0.002374202,-0.015314924,0.008496106,-0.013213646,-0.00015818933,-0.0118750185,0.018493596,-6.595999e-05,0.01578097,-0.028850215,-0.021565925,0.0002811998
s_016um_00389_00355-1,-0.022248387,0.0042858073,0.014500088,-0.015003925,0.013630677,0.013264491,0.015767325,0.018331792,-0.023958145,0.009013912,0.023112118,-0.00029725023,-0.018296018,0.00018065434,0.02743973,-0.034364134,0.0006337762,0.001423195,-0.0026016384,0.015756533,-0.00010710396,0.023161512,0.009426367,-0.0053830296,0.008913584,-0.0025346205,0.00044088205,-0.014915124,0.00016495585,-0.030402362,0.01672452,0.005065066,-0.010368969,0.021949045,0.010256544,-0.02520673,0.02399243,-0.003533695,2.4661422e-06,-0.02093348,0.0075285505,-0.0003695134,-0.010084137,-0.0021894053,-0.015322685,0.004480675,0.024250116,-0.0127620865,-6.360933e-06,0.0001476435,-0.009946883,-0.00053367764,0.010294008,0.021783456,-0.018381879,-0.034288134,-0.0011601597,-0.0125661045,-0.0006838441,-0.014513688,0.008663565,-0.013242975,-0.0016455911,-0.011361539,0.013146564,7.559406e-05,0.014260612,-0.03223069,-0.021805145,0.0017108135
s_016um_00277_00156-1,-0.020903286,0.005244827,0.011152483,-0.014734736,0.014076546,0.013273922,0.013430193,0.018637534,-0.022015825,0.0090839695,0.02259266,-0.0003205114,-0.018054336,0.00012677349,0.02864561,-0.03721515,0.00025087595,0.0014704019,-0.005056545,0.016003609,0.00061576813,0.024771323,0.009089693,-0.0054595172,0.0071673784,-0.0027873146,0.00025427714,-0.014907286,-0.017205898,-0.012815585,0.017326457,0.005032935,-0.012356738,0.021909177,0.010261558,-0.025684968,0.024467088,-0.0032244977,-0.00017281249,-0.020846277,0.007513646,-0.0011452991,-0.009138435,-0.0021810904,-0.014697939,0.0050474564,0.02426666,-0.0128754005,-2.1359883e-05,-6.287545e-05,-0.011545479,-0.000527855,0.01038188,0.021535866,-0.019072324,-0.034743372,0.0056706034,-0.014479339,-0.0028069913,-0.015357727,0.008912548,-0.013217758,-2.4047215e-05,-0.011886358,0.016419113,4.107598e-06,0.015995057,-0.030277858,-0.021390237,0.0001516752
s_016um_00233_00164-1,-0.017470628,0.0048756674,0.010944719,-0.014730479,0.013970949,0.013272487,0.012375485,0.018208668,-0.022083618,0.009048143,0.021985214,-0.00033041555,-0.018168971,0.00015354407,0.031539194,-0.03770169,0.00021997094,0.0014486015,-0.0049949884,0.015237067,0.0033251569,0.021083657,0.009917481,-0.0068097413,0.009565839,-0.0021908744,-0.00082912203,-0.014916286,-0.0023647696,-0.028101241,0.01798176,0.005022132,-0.013564257,0.022067036,0.010240503,-0.024613038,0.02449987,-0.0029282598,-5.3901575e-05,-0.01955223,0.0075353812,-0.0072437087,-0.009860441,-0.0019968823,-0.012947023,0.0050318567,0.024226222,-0.012853682,-3.7324615e-05,-0.00019961223,-0.009615857,-0.0002851598,0.010237801,0.021491684,-0.018177204,-0.03531839,-0.0022596568,-0.009570584,-0.00254865,-0.016869018,0.009862095,-0.013201915,-0.00011392683,-0.011748746,0.01625856,0.00047354866,0.017063577,-0.029028293,-0.021505866,0.0002386421
s_016um_00012_00301-1,-0.02119321,0.0058474364,0.0097035235,-0.014759481,0.013911024,0.013257021,0.01407454,0.019256312,-0.021779597,0.009058621,0.02242679,-0.000323385,-0.01813531,0.00017692707,0.024215851,-0.032925673,-0.00016754866,0.0014369488,-0.0042513907,0.016848229,-0.0012344792,0.025014248,0.0075909793,-0.0054026544,0.007020207,-0.003285842,0.0023265192,-0.014912084,-0.020962954,-0.009301351,0.017560676,0.005023255,-0.012028063,0.021833323,0.010286674,-0.025099918,0.024528705,-0.0027951375,-0.00011336617,-0.020808637,0.007406503,-0.004631674,-0.009847045,-0.0020625032,-0.014092892,0.0051830085,0.024234902,-0.012830112,-1.6869279e-05,1.1757016e-05,-0.012170982,-0.0003601648,0.01025522,0.021702014,-0.019520774,-0.03392999,0.009393666,-0.009770662,-0.0029576719,-0.016030274,0.009207994,-0.013227396,-0.00017197244,-0.011965528,0.018647444,3.541261e-05,0.016969517,-0.02927756,-0.021551825,0.00029781088
s_016um_00193_00300-1,-0.021754507,0.0049759145,0.012488444,-0.014722826,0.014037825,0.01326775,0.007845775,0.019111805,-0.022193953,0.00900477,0.022492899,-0.000364488,-0.0181313,0.00014316197,0.02968802,-0.038344525,0.00021505356,0.0014536232,-0.006494388,0.016575016,0.00026553124,0.023368139,0.007942364,-0.0058271885,0.008519189,-0.0010388829,-0.00025064312,-0.01490359,-0.015170462,-0.0150582865,0.017493207,0.0050255237,-0.010664731,0.021871634,0.01024013,-0.02524054,0.024472956,-0.0033234823,-0.00030340627,-0.020429969,0.007480465,-0.0023856247,-0.009809598,-0.0020915307,-0.014853209,0.0050579756,0.02423855,-0.012853814,-1.8566847e-05,-2.3487955e-05,-0.008338183,-0.0005089976,0.010310012,0.021659873,-0.019327082,-0.034774415,0.0019893683,-0.012732953,-0.0025112927,-0.015111838,0.009072274,-0.013225228,-0.0004218463,-0.011464983,0.01602861,2.5490299e-05,0.015790697,-0.031959333,-0.021436825,0.00054128096
s_016um_00136_00262-1,-0.017439906,0.0054073054,0.011772755,-0.01474144,0.014284112,0.013269459,0.014476767,0.018738156,-0.021822967,0.009009611,0.02234434,-0.00035020243,-0.01801373,0.00011564419,0.027305178,-0.036287196,-0.00050494075,0.001443088,-0.004946634,0.015495021,0.00019298866,0.023993416,0.009531088,-0.0050488114,0.0076880734,-0.0048673144,-0.00057080947,-0.014900729,-0.019756652,-0.010405775,0.01763569,0.0050263526,-0.015730396,0.021941751,0.010235816,-0.025370404,0.025015518,-0.0032519419,-0.00039985217,-0.021178365,0.007514812,-0.0016027009,-0.0099880695,-0.0021089092,-0.014492184,0.0050459933,0.024284702,-0.012862399,-1.939293e-05,-9.6095726e-05,-0.0106187165,-0.0005155541,0.010339412,0.021576077,-0.018615402,-0.033638943,0.005195264,-0.012692064,-0.0030201077,-0.015574727,0.009491399,-0.01322085,-0.00014407281,-0.011624649,0.015768223,4.4493005e-05,0.016424904,-0.028307648,-0.021488499,0.0002708733
s_016um_00198_00380-1,-0.020520788,0.0050143665,0.011237461,-0.0147054875,0.013927847,0.013261706,0.012453612,0.019105138,-0.022188075,0.009024441,0.0224889,-0.00032445695,-0.018153623,0.00014979392,0.028400198,-0.037968658,0.00055629015,0.0014598072,-0.0053810924,0.016424432,0.00038250908,0.02398979,0.008998141,-0.0057806224,0.008458642,-0.0047081136,0.00028930418,-0.014902696,-0.018988103,-0.011114713,0.017484551,0.005022739,-0.011718277,0.02177231,0.010257117,-0.025103703,0.02415026,-0.0033080578,-0.00020815805,-0.020634651,0.007489197,-0.0022953833,-0.009775147,-0.002177313,-0.014457554,0.0050630635,0.024258226,-0.012870412,-1.9449973e-05,7.8426674e-05,-0.008790657,-0.00046657398,0.01033047,0.021557026,-0.019217268,-0.034162097,0.00034141168,-0.012384832,-0.0026114434,-0.01543954,0.008795194,-0.013221137,-0.0005151606,-0.011588976,0.016580109,0.0018706713,0.016164836,-0.027125161,-0.021408953,0.0006381795
s_016um_00027_00068-1,-0.020363279,0.0049767676,0.010320646,-0.014795799,0.014016822,0.013263412,0.014776545,0.019189775,-0.022941902,0.009016879,0.022430502,-0.00034278265,-0.018137857,0.00018737279,0.029002795,-0.03771612,2.732873e-05,0.0014500171,-0.0041064024,0.0167991,-4.4148415e-05,0.024002988,0.00880263,-0.0056039244,0.008611644,-0.0041219224,0.0027489755,-0.01491572,-0.0029818714,-0.02729085,0.017546706,0.00502503,-0.012772575,0.021725789,0.010649361,-0.025845185,0.024466723,-0.0033294708,-0.000149603,-0.020780772,0.0074105933,-0.0018661576,-0.009904757,-0.00215655,-0.014148086,0.005162224,0.024326205,-0.012821084,-1.2144446e-05,0.00012401119,-0.012208402,-0.00020310283,0.01034257,0.021654643,-0.019239515,-0.035081692,0.0051291063,-0.013131499,-0.0017045885,-0.01617409,0.008360982,-0.0132282,-5.770661e-05,-0.012370855,0.017493822,5.4082833e-05,0.016026147,-0.028859612,-0.02151303,0.00017930195
